comment,label
واقعا با کیفیته به قیمتش می‌ارزه خیلی لذت بردم کل اتاقو قشنگ خنک میکنه و کاملا قابل جا به جاییه با خیال راحت می‌توانید خرید کنید و لذتشو ببرید من که عاشقش شدم خیلی عالیه پیشنهاد می‌کنم حتما بخرید واقعا خوراک همه فصلاس مخصوصا تابستون,2
در کل کار راه بنداز هست.,2
صداش خیلی زیادد برای شب اصلن مناسب نیست,0
واقعه راضی‌کننده، باد خنکی داشت، و بی‌صدا,2
نسبت به قیمتش خوب بود,2
چون با پست به دستم رسید کمی دیرشد و بعد از تماس با ۱۹۳ فرداش به دستم رسوندن، فلفل نبین چه ریزه خیلی دمندگیش خوبه و قیمت مناسبی هم داره. مثل پنکه‌های ۶ ملیونی کار میکنه ممنونم از دیجی کالا,2
خوبه برای داخل اتاق,2
خیلی وقته استفاده می‌کنم عالیه,2
برای گردش هوایی در یک‌محیط کوچک مثل دور میز آشپزخانه، حوالی اجاق‌گاز یا اناق شخصی مناسب هست و باد دلپذیری ایجاد می‌کند. حتی درجه کند دستگاه هم پرتاب هوای مناسبی دارد. در کل سیستم ساده و کاربردی و قابل‌حمل و مسافرتی هست,2
پرتاب باد عالی صدای کم جنس خوب موتورش مهلومه حالا حالا‌ها کار میکنه موتورش از این فن‌های یخچاله,2
من توی پذیراییم اسپیلیت گذاشتم و برای انتقال هوای خنک به اتاق‌خواب خریدم، به محض رسیدنش روشنش کردم حدود ۸ ساعت و برای خواب دمای خوبی رو تجربه کردم. صدای کم و پرتاب خوبی داره. نسبت به قیمتش می‌ارزه,2
برای اتاقم روی میز گرفتم باد خوبی داره. اوکیه,2
دو روزه خریدم راضیم ازش,2
پنکه جمع و جور خوبیه فقط این‌که در سرعت بالا صدا می‌دهد اگه این مشکل رو حل کنن دیگه به نظرم ایرادی دیگه‌ای نداره من که راضیم,2
کوچک و کم صدا باد دهی خوبی داره قیمتشم مناسبه فقط دکمه تنظیم سرعتش برعکسه,2
پنکه بسیار جمع جور و زیباست، شرکت همون روز سفارش ارسال کرده بود از طریق پست اما نشون نمی‌داد سایت وقتی رسید شهرمون فهمیدم، قدرتش عالی تنها مواردی که هست اولا هزینه پست ۴۰ میشه اما شرکت وقتی میخواد ارسال کنه ۷۰ میگیره، دوما برای من قطع وصل خودکارش عمل نمیکنه بعد نیم ساعت کار صدای جزز یکم بلندی میده من برعکسش می‌کنم صداش قطع میشه جالبه! در کل راضیم ۵۰۰ تومن قیمت منطقی‌تری هست اما خب ۶۵۰ هم یکم گرون ولی بد نیست تا این تاریخ,2
خوبه ولی یکم صداش زیاده,2
با این جسته کوچیکش توان خیلی خوبی داره یه اتاق گوچیک رو راحت میتونه خنگ کنه,2
برای محل کارم گرفتم عالیه,2
چیز خوبی بود برای محل کار,2
گارانتی کمتر از ۱۸ ماه است که در شرح‌حال گفته‌شده چون از تاریخ تولید محاسبه‌شده نه تاریخ خرید یکسال از تولید گذشته,0
باید موقع خرید با توجه به نیازتون سایز پنکه رو انتخاب کنید چیز خوبیه برای روی میز,2
ابتدا می‌خواستم یک کولر گازی برای اتاقم بگیرم. ولی با همین پنکه فعلا کارم راه افتاده و راضیم.,2
عالی بود و مهم‌تر از همه صدا نداره,2
پنکه زیبا سبک و با کیفیتی هست ولی اگه ولوم سرعتش برعکس نبود و دستگیره هم می‌داشت ۵ ستاره می‌دادم,2
خیلی دیر بدستم رسید و تقریبا ۱ ساعت علاف شدم و از این بابت خیلی ناراضی‌ام,2
خیلی خوب بید,1
بعد از سه ماه استفاده سوخت!,0
خوبه برای استفاده تک نفری,2
پرتاب بادش خوبه برای جاهای کوچیک,2
الان برای نظردادن زوده، ولی عیبش اینه که اولین درجه‌اش تنده و درجات بعدی کند است. یعنی درجاتش برعکسه,2
عالیه چند ساله داره کارمیکنه حرف نداره,2
کنار کولر آبی عالیه,2
من برای محل کار گرفتم که خیلی راضیم هم شیکه هم سبک و کارآمد,2
من دیگه از دیجی کالا خرید نمی‌کنم,0
خوبه کاش چرخشی بود ظریف و کوچولو ولی گرون,2
یعنی یکی از بهترین محصولاتی که می‌تونید بخرید همین محصول است، اینقدر جنس بدنه محکمی دارد و پرتاب باد قوی در حالت دو و سه دارد بدون ایجاد کوچک‌ترین صدای موقعی روشن است خوابتون می‌بره چون اصلأ صدای نداره و اینکه یه موتور خیلی محکم و اصولی بستن روش که بنظر میاد اصلأ خراب نشه و موتورش طوری طراحی‌شده اگر چند روز روشن هم باشه اصلأ داغ نمی‌کنه به خاطر طراحیش,0
در کل برای مناطق معتدل و سرد مناسب هست توقع زیادی ازش نداشته باشید خونه ما زیر زمین هست و معمولا خنک هست با این کارمون راه می‌افته صداش هم رو مخ نیست,2
یه دکمه گذاشتن زدش ده بار خاموش روشنش کنی فاتحه دکمه خوندس صداشم که نگم تراکتوره انگار برای طول روز بد نیست برای شب کلا نمیشه استفادش کرد,1
فقط در حالت تندش بادش تا ۱ / ۵ متر خوبه که به موتورش فشار میاره دو حالت دیگش خیلی ضعیفه صداش زیاده,0
اخیرا برند‌های ایرانی واقعا عالی شدن … دیدم بعضیا گفته بودن چرا تولید کننده اومده درجه اول رو روی تند گذاشته!!! به جای اینکه از کند به سمت تند کلیدش باشه! خب علتش اتفاقا خیلی هوشمندانه بوده … چونکه این یک نکته فنی در برقکاری و مراقبت از موتور‌ها هست، برخی برقکارها توصیه می‌کنند که حتی کولر توی خونه رو اول با دور تند روشن کنید و بعد بزارید روی کند تا موتور عمر بیشتری کنه … برای همین احتمالا این شرکت هم این حرکت هوشمندانه رو زده که پنکه شما بیشتر عمر کنه …. خلاصه دم س …,2
بسیار عالی و کار آمد بخصوص برای محل کار,2
در کل خیلی خوبه سه حالت خوب داره خیلی ممنون از دیجی کالا,2
درکل خوبه ولی‌ای کاش قیمتش نهایتا چهارصد بود بنظرم گران هست.,2
قدرت خوب جنس خوب,2
خوبه ولی میتونست ارزونتر باشه,1
خیلی خوب بود. راضی بودم یکسال دارم استفاده می‌کنم برای اتاق ۱۲ متری جواب میده,2
اولش فکر کردم اصلا روشن نشده، بعد که بادش رو حس کردم فهمیدم روشنه اما صدا نداره!,2
برای اتاق کوچیک پیشنهاد می‌کنم دمنده همه محصولاتش خوبه و قابل‌قبول,2
پنکه خوبیه و طرحش جدیده بنظرم برای یه فضای کوچیک مناسبه,2
پهنای باد نداره باد با ابعاد پرهای پنکه مستقیم در فضای کوچک تا سه متر خوبه,2
کیفیت و کارایی خیلی خوبه البته واسه اتاق یا محل کار، امیدوارم قیمتش روز به‌روز افزایش پیدا نکنه,2
بسیار عالی و بادوام چند ساله داریم فوق‌العاده با کیفیت,0
خوبه برای تغییر هوامحیط کوچیک,2
واقعا انتظار این قدرت رو ازش نداشتم عالیه,2
در مجموع برای فواصل تا ۵ متر جوابگو است. بنده برای میز دفترکارم تهیه کردم که پرتاب باد مناسبی دارد. فقط هنگام تحویل شکستی جزئی در بدنه مشاهده شد.,2
با توجه به کاربرد عالی و کیفیت بسیار بالا و قیمت مناسب و دیگر ویژگی‌های عالی دیگر، از دیجی کالا بسیار متشکرم.,2
مهم‌ترین نکته مثبت این نسبت ب بقیه اینه ک موتورش به هیچ وجه گرم نمیشه (با بیش از ۱۵ ساعت روشن بودن مداوم) و این باعث میشه ک بادش هم گرم نشه! و این خعلی خوبه هر موتور الکتریکی بعد مدتی روشن بودن معمولا گرم میشه ولی این اصلا گرم نمیشه و بادش هم خنک میمونه چیزی ک از نزدیک خودم تست کردم این بود ک سایز کوچکترش ک همین ۲۰ باشه، پرتاب باد بیشتر و با قدرت‌تری داره اما سایز‌های بزرگتر حجم بادشون بیشتره (چون توی هر سه تا سایز موتور یکسانه و فقط پروانه بزرگتر میشه …,0
برای محیط کوچک خوبه,2
واقعا لذت بردم دیدم تولید کننده ایرانی همچین چیزی ساخته,2
بسیار خوب.,2
خوب و بی صداست منتها بادش توی فصل تابستون و گرما باد گرم هست نه خنک,2
کار راندازه و برا اتاق خوبه,2
کوچک و قابل‌حمل مناسب اتاق کوچک,2
۲۴ ساعته روی درجه زیاد روشنه پرتاب باد ۷ - ۸ متر,2
در کل خوب و به درد بخوره اما برای من حالت آرومش کار نمی‌کرد فقط متوسط و تند کار می‌کرد البته گارانتی داره,2
انقدر خوب باد میزنه لباست رو میکنه,2
وسیله‌ای کاربردی. سالم بدستم رسید.,2
من دومین باره این پنکه رو می‌خرم فوق‌العاده عالی و کم صدا هست,2
کارآمد و خوب بهتر از نبودنشه,2
سلام. دوستان توجه کنید بنده ساکن تبریزم ودر تبریز از این کالا برای اتاق استفاده کردم تقریبا جوابگو هس به علت سرد بودن هوا ولی در شیراز استفاده کردم به هیچ عنوان پاسخگو نیس اگر در شهرهای گرم ایرانید نه در مغازه نه افیس نه مطب نه منزل پاسخگوی شما نیس,1
به نظرم خوبه با این قیمت,2
من از این پنکه خیلی رازی هستم این پنکه جنس خوبی را دارد و ممنون هستم از دیجیکالا که این محصول را خیلی خوب وبا بسته بندی خوبی برای من ارسال کرده بودن ومن این پنکه را دوساله دارم و از این پنکه خیلی رازی هستم ومن آن زمان که این پنکه را خریدم قیمت آن ۱۲۵ هزارتومان بوده ومن ازاین پنکه خیلی خیلی رازی هستم,0
رو دور تند یکمی صدا داره ولی خوبه,2
خیلی عالی پیشنهاد می‌کنم,2
دکمه پلاستیک بی‌کیفیت بهتره دوشاخه را بکشید و بزنید بجای ور رفتن با دکمه جمع و جور و فلفل نبین چه ریزه البته درشتش رو سوا نکن چون صداش خیلی زیاد می‌شه و نویز بالا داره همین خوبه نمی‌دونم خدمات گارانتیش چطوریه قیمت ۵۰۰ می‌ارزه من تا الان ۹ تا گرفتم تو هر اتاقی یکی دو تا بسته به ابعاد گذاشتم تا کولر اتاق‌ها را کمتر روشن کنم و ت برق مصرفی صرفه‌جویی بشه تو خوزستان هزینه‌های برق زیاده و به درد فصولی مثل بهار و پاییز مناطق گرم و حاره می‌خوره البته فکر نکنی خونه من ۹ تا …,2
این سومین دستگاه است که من خریدم. موتور این فن برای مدتهای طولانی کار می‌کند فقط اینکه بدنه شکننده است و کلید تغییر سرعت خیلی عمر نمی‌کند اما با همان بدنه شکسته و همان سرعت ثابت تا عبد کار می‌کند,2
این سومین دستگاه است که من خریدم. موتور این فن برای مدتهای طولانی کار می‌کند فقط اینکه بدنه شکننده است و کلید تغییر سرعت خیلی عمر نمی‌کند اما با همان بدنه شکسته و همان سرعت ثابت تا عبد کار می‌کند,2
خوبه باهاش مشکلی ندارم,2
اندازه خوبه و نه کوچکه نه بزرگ، چندین سرعت مختلف داره و پرتاب باد خوبی داره,2
با توجه به قیمت خوب بود,2
در کل عالیه و مصرف برق پایینی داره. مناسب برای روی میز کار و اتاق شخصی هستش. حتی سالن‌های بزرگ هم تا حدودی میشه ازش استفاده کرد و سه حالت شدت باد داره.,2
خیلی خوبه، سه تا حالت تنظیم سرعت باد هم داره,2
نسبت به قیمت و کارکرد به صرفه هست و برای یک اتاق ۱۲ متری کافی می‌باشد.,2
خیلی خوبه قیمتشم خوبه,2
ممنونم از دیجیکالا ,2
بسیار پنکه کاربردی خوب و مناسبی هستش، پرتاب باد خوبی داره و صداش هم ملایم و کمه داره سه درجه قدرت,2
میتونست قوی‌تر هم باشم,2
واقعا عالیه، من دو عدد خریدم,2
در کل خوب و معمولی بود ولی طراحی بدنه و پلاستیک از لحاظ جنس ظاهری خوب نیست قیمتش بالاست ۶۰۷,1
خیلی خوب بود، محصول به نسبت قیمتش واقعا باکیفیت هست ولی کاش دیجی کالا بسته بندی بهتری داشت، دور همون جعبه یه سلفون کشیده شده بود فقط و جعبه دیجی کالا نداشت.,2
عالی بود! فقط درجه بندی‌اش برعکس بود,2
محصول خوبی هست,2
عالی ممنون از دیجی کالل,2
خیلی عالیه، ولی یهو گرون شد,2
گذاشتمش رو سر کیس کامپیوتر در مغازه صب تا شب هم روشنه به فاصله ۱ متری از خودم هست رو حالت کندش آروم و نایس هست باد ملایم و کم صدا ارائه میده:) راضی استوم:),2
گذاشتمش رو سر کیس کامپیوتر در مغازه صب تا شب هم روشنه به فاصله ۱ متری از خودم هست رو حالت کندش آروم و نایس هست باد ملایم و کم صدا ارائه میده:) راضی استوم:),2
سه حالت داره، مثل کولر، بادش، تنده، خرابی هم نداره,2
خوبه ولی اگه دورش بیشتر بود، بهتر می‌شد,2
ابعاد کوچیکی داره و خیلی راحت میشه جابجاش کرد ولی از اون طرف باد خیلی خوبی هم داره به نسبت اندازش,2
دست سازنده‌اش دردنکنه واقعاعالی هست به دوستان پیشنهادمیکنم خریدکنید,2
خیلی خوبه. جمع و جور و با طراحی خوب,2
از کیفیت پنکه راضی‌ام,2
برای سقف اتاق پرو گرفتم عالی بود,2
برای روز میز کار خوبه فقط درجه سرعت کند، متوسط و تند از ۳ شروع میشه (۳ کند، ۲ متوسط، ۱ تند),2
یکی دو ماهی میشه که خریدم، برا اتاقم که کوچیکه راضیم، تا حالا خاموش نشده خود به خود و پرتاب باد قابل قبولی داره، ولی رو دور تند صداش زیاده بنظرم اما آزار دهنده نیست، درکل کیفیتی که داره در ازای مبلغی که داره میصرفه,2
به نظرم جنس خوبیه,1
مدت گارانتی ۱۸ ماه قید شده بود که بازم مثل همیشه کمتر از قید شده بود و در اصل ۱۵ ماه بود (علت تخفیف) دکمه کم و زیاد کردن باد هم برعکس نصب‌شده یعنی از زیاد میره کم (اینم حمایت از تولید ملی) تو نظرات دیدم نوشتن یه سری که با جابجا کردن سیم مشکلش حل میشه، ولی حواستون باشه با باز کردن پنکه، همون چند ماه گارانتی هم از دستون میپره لایک کن بقیه هم در جریان باشن، ثواب داره,0
خوبه برای جاهای کوچیک,2
بسیار عالی- برای اتاق‌خواب گرفتیم تقریبا کم صداست و صداش آزار نمیده و میشه با صداش خوابید. پرتاب باد خوبی داره و تهویه اتاق رو خوب میکنه,2
خوب بود. من به عنوان کولپد کامپیوتر استفاده می‌کنم.,2
بسیار راضی‌ام و پیشنهاد می‌کنم.,2
اگردوامش خوب باشه، کاراییش خوبه وباد خوبی داره,2
فعلا که خوبه، موقع لستفاده بوی سوختگی اینا هم نداره,0
خیلی عالیه برای میز کار یا اتاق,2
پنکه رو میزی,2
پنکه خوبیه کم صدا وکم مصرف,2
عالی بود طراحی زیبایی هم داشت,2
رو سرعت زیاد و فاصله نیم‌تری از سر حس پنکه بودن به ادم دست میده بیشتر از یک متر پرتاب باد نداره,2
کوچک ولی پر قدرت، فقط درجش رو ۱ تنده رو ۳ کند، کاملا قابل‌قبول و خنک کنندگی عالی,2
بطور کلی بد نیس,2
اگه با الاغ میفرستادن زودتر رسیده بود دستم ۶ سفارش دادم حداکثر تا ۱۳ باید میومد دستم بلاخره ۱۷ رسید برام، یکی از پایه هاشم شکستگی داشت، که خودم دوباره سرهمش کردم واقعا که ….,1
واقعا عالیه بعضی از دوستان گفته بودن توی دور تند براشون صدا میده ولی برای من اینطور نبود و اصلا صدا نمی‌داد,2
من راضی بودم، برای یک نفر خیلی خوب و کافی هست. ۲ سال میشه دارمش,2
نسبت به قیمتش خوبه,2
دو ساله دارم استفاده می‌کنم، خوبه و نسبت به قیمتش کیفیت خوبی داره,2
کیفیت بدنه خوب نیست,2
خوبه فقط صداش زیاده,1
برای یک نفر عالیه. در این حد که من جلوش می‌خوابم و میرم زیر پتو,2
فصل گرما برای جاهای کوچک و دفاتر مناسب است من راضیم,2
برای اون دسته از دوستانی که میخوان محیط کوچیکی رو خنک کنن عالی هست روی دور خیلی خوب آروم خنک میکنه و اصلا نیازی به دور تند دستگاه نیست البته برای فضای کوچیک اتاق من. یک روز کامل رو دور کند روشن هست و اصلا داغ نکرده که بخواد خاموش بشه. یک نصف روز هم روی دور تند گزاشتم بازم داغ نکرد و خاموش نشد. جنس پلاستیکش با کیفیت هست و خوب طراحی‌شده,2
در کل بد نیس بستگی داره چند مدت کار کنه امیدوارم پولمو دور نریخته باشم,2
هنوز استفاده نکردم نمی‌دونم فقط تست‌ک‌کردم دکمه کمش زیاد بود قسمت زیادش کم,1
شرکتها وارد کننده و تولید کننده ایرانی فقط منتظر بهونه هستن تا قیمت کالاهاشونو ببرن بالا. آخه این پنکه چرا باید این قیمت باشه,2
برای اتاق کوچیک خوبه,2
ارزش خرید دارد,2
خیلی قدرت خنک کنندگی نداره اما در کل خوبه,1
کارایی خوب. مصرف کم. پیشنهاد میشه,2
خیلی خوب بود,2
برای آشپزخونه گرفتم، که خیلی خوبه و تهویه محیط رو کامل انجام میده,2
خسته نباشید واقعا عالیه ممنون از شما ,2
من چند روزی هست که استفاده می‌کنم. بسیار عالی است و من کاملا راضی هستم. سبک، جنس بدنه خوب، شیک، ابعاد خوب، پرداب باد خیلی خوب. تنها اشکالی که داره درجه ۱، ۲، ۳ برعکس هست یعنی روی یک زیاد هست و روی سه کم. ولی در کل بسیار گزینه خوبی هست.,0
برای فضا تا ۱۰ متر خوبه,2
پنکه خوبیه نسبت به جثه‌اش,2
پنکه خوبیه شدت بادش خوبه و محصول شرکت دمنده هست که تولیداتش با کیفیت و بادوامه,2
باید پایه داشته باشه خیلی کوتاهه و کوچیکه، و با دور تند شروع ویشه که این خوب نیست، کاش طراح سازندش نمونه‌های جدیدش از پرهای محافظ نازک‌تر و کنتری استفاده کنه با فاصله بیشتر که صدای بی‌خود نده,1
یک پنکه حدودا بیست در بیست ایستاده با باد مناسب برای مریضم روی تخت بیمارستان گرفتم راضی بود. با برق شهری کار می‌کنه.,2
کیفیت باد مطلوب بی‌صدا قابلیت حمل راحت دارای ضمانت‌نامه معتبر (۱۱ سال ۱۴۰۲),2
خیلی خوبه فقط بسته بندیش موقع دریافت باز بود.,2
خیلی خوبه، موتورش اصلا داغ نمی‌کنه، کوچیک و جمع جوره، حتی تو مسافرتم می‌تونی ببری با خودت چون جایی نمی‌گیره، همین که طراحی‌شده با دور تند شروع به کار کنه معلومه فکر پشتش بود، یه عده الکی ایراد می‌گیره دکمه‌ها برعکسه، در صورتی که بهترین طراحیه,2
طراحی زیبا و عملکرد خوبی داره راضیم از خریدم,2
عالی. توی خریدش شک نکنید,2
حال کردم باهاش، کلا از جنس و فنی خوبی برخورداره، خوشگل هم هست ,2
دستگاه فقط کار راه‌اندازی بعد نیست,1
من از خریدم راضی‌ام، کاربردی,2
کارایی خوبی داره,2
حتما چند تا تهیه کنید کم جا و پر قدرت و کلا عالیه قیمت هم واقعا مناسبه من سومین رو خریدم و بسیار راضی و دو سال هست مداوم کار کرده,2
جالب باد پرتاب بادش خوبه,2
کم صدا مناسب روزی میز,1
من برای خوابگاه دانشجویی گرفتم و کتار تختم گذاشتم خیلی خوبه,2
به نام خدا وسیله خوبیه اما دیجی کالا من ازت مدل ۲۵ رو خریدم تحویل ندادی و مجبور شدم این را بخرم. وسیله خوبیه بادش هم خوبه دیجی کالا لطفا بعد از نزدیک به یک ماه پول بنده را که مربوط به سفارش لغو شده اخره به حسابم پس بده. واقعا از دیجی کالا توقع نداشتم,1
قیمت و عملکرد خوب,2
جنس ایرانی کیفیت بالا قوی و با کیفیت عمری,2
با توجه به قیمت و بادی که پرتاب میکنه و کیفیت بدنه واقعا عالیه هرکسی مثل من توی محل کار یا خونه از گرما کلافست ولی بقیه سردشونه و کولر خاموش میکنن یا پنجره میبندن یه همچین چیزی لازمه,2
اصلا گرم یا داغ نمیکنه، باد عالی داره، الان ۵ روزه ازش استفاده می‌کنم و هیچ مشکلی ندیدم، و نکته مهم اینکه اصلا مصرف برق بالایی نداره دومین باره خریدم و راضیم,2
اصلا گرم یا داغ نمیکنه، باد عالی داره، الان ۵ روزه ازش استفاده می‌کنم و هیچ مشکلی ندیدم، و نکته مهم اینکه اصلا مصرف برق بالایی نداره دومین باره خریدم و راضیم,2
قدرتش خوبه صدایه زیادی هم نداره,2
خوبه بنظرم.,1
برای دفتر کار عالیه,2
ممنون از دیجی کالا که با دقت نظر در انتخاب کالا آرزوهای کوچک ما رو براورده می‌کنه ,2
این سومین باره این پنکه رو می‌خرم اپل واسه خودم بعد خواهرم و مادرم بنظرم فوق‌العاده کاربردی است من تو آشپزخونه برای خشک کردن سبزی و میوه استفاده می‌کنم مال خودم الان سه سال هستش و خیلی برام مفید و کار آه انداز بوده,2
باسلام بنده برای اتاق ((شخصی)) خودم خریدمش باجمع وجوربودنش خیلی حال کردم خریدمش امیدوارم چیزخوبی دربیاد ومن الله توفیق,2
سبک، ساده، نسبتا زیبا و کاربردی هست. میتونست ارزونتر هم باشه.,2
این مدل پنکه اقتصادی می‌باشد و برای محیط‌های کوچک و اتاقهای ۳ در ۴ گزینه مناسبی هست.,2
در کل من خیلی راضی هستم اصلا انتظار نداشتم اینقدر خوب باشد,2
من راضی‌ام ازش,2
خوبه. من گذاشتمش تو تراس,2
برای اتاق‌خواب می‌خواستم. خیلی خوبه مسافرت هم میشه برد ولی برای فضاهای بزرگتر جواب نمیده,2
خوب و خنک میکنه اتاق کوچیک برای محیط کوچک مناسب کارتن بسته پاره بود,2
جنس خیلی خوبی نداره واقعا البته دو ساله دارم استفاده می‌کنم اما گاهی بیخودی خودش قطع میشه انگار داغ میکنه نمیدونم بعد نیم ساعت دوباره راه میفته,0
من خیلی ازش راضیم و به شدت پیشنهاد می‌کنم,2
این پنکه رومیزی قدرت زیادی داره و نسبت به اندازه‌اش کارایی بسیار خوبی داره,2
در مورد خود پنکه که خوبه ولی جعبه‌ی پنکه پاره پوره بود بسته بندی افتضاح، تو یه نایلون پیچیده بودن فرستادن!!!,2
من خریدم و خیلی راضیم.. برای محیط کار و خونه خوبه رو میز بزاری.. تازه سردم میشه,2
خوبه به نظرم,1
پیشنهاد می‌کنم بخرین,2
در یک‌کلام عالی,2
به نظرم کاربردیه,2
قدرت خوبی نسبت به اندازش داره اگه گرونشش نکنن خوبه,2
نسبت به قیمتش خوبه و برای اتاق خوبه,2
پنکه کوچک‌و کار راه‌انداز، همه‌جا میتونید ببرید برای مسافرت، قدرت خوب، بدون صدا، اگر چرخشی بود بهتر بود در کل راضی هستم,2
با سلام و عرض ادب نسبت به قیمت خوبه و کارتونو راه میدازه و توقع زیادی نباید ازش داشت و در حد خودش خیلی نسبت به مدلای دیگش بهتره میتونست این شرکت ایرانی خوب یکم خلاقیت بیشتری به خرج بده مخصوصأ ساختار بدنه و موتور با تشکر.,2
از کمترین سرعتش استفده می‌کنم تو فاصله ۱ متری واقعا یخ می‌زنم. مشکل صدا دادن پره هام ندارم ولی حتما مطمئن بشید. خلاصه که اصن معادل همچین چیزی نیست تو بازار. اگر میخواید بگیرید همینو بگیرید تا گرون‌تر نشده.,2
باد خوبی داره,2
با کیفیت و قوی,2
برای مکان کوچیک مناسبه,2
با توصیه همکارام خریدم قبلا داشتن راضی بودن,0
به نظر من خوبه. امیدوارم توی دراز مدت پشیمون نشم,2
کلا دمنده خیلی برند خوبیه مرگ نداره می‌خواستم یکی دیگه سفارش بدم امروز گرونش کرد ولی کلا خوبه و بی‌صدا چند نفر گفتن سرعتش برعکسه یعنی روشن که می‌کنی درجه یک بادش دور تند هست و درجه ۳ بادش کند هست دلیلش اینه که پنکه رو که روشن می‌کنید اول باید دور تند رو بزنید بعد بذارید دور کند دلیلش اینه کلا خوبه توصیه می‌کنم خیلی هم کم صدا هست بنظرم عمرش خیلی طولانیه چیز ردیفیه,2
بنظرم واسه محیط کار یا جایی که کولر و پنکه درست درمون نداره به کار میاد ولی یکم سایزش بزرگه اگه رو مختونه یه مدل کوچیکر بخرید,2
عالی و پرقدرت,2
بامزه بود خوشم اومد فقط‌ای کاش دووم بیاره هنوز نمیدونم تو گرما چطوره,2
درکل عالی هست,2
خوب بودش از همه لحاظ,2
تازه رسیده خوب بوده فعلا,2
۷ ماه از مدت زمان گارانتی گذشته که در عکس می‌فرستم دستگاه پرتاب باد یکنواخت نداشته و خودبه‌خود کم و زیاد می‌شد که طی تماس تلفنی با شرکت تولید کننده، دلیل آن را مانده بودن دستگاه و خشک شدن روغن سیم پیج اعلام کردن که در نهایت مرجوع کردم …,0
تو کامنت خوندم صداش تو دور تند زیاده و دو دل شدم ولی صدایی که میاد صدای باده نه دستگاه نمیدونم چجور نظر میدن و بقیه رو به شک میندازن و دکمه دور تندش برعکسه,2
از عکس بزرگتر و باکیفیت‌تر بود سه درجه واسه تنظیم باد داره که خیلی خوبه و نسبت به قیمت کاملا مناسبه,2
سلام من کوچکترین سایز این پنکه رو گرفتم خیلی خوب و با کیفیته پرتاب باد همه چیش عالی ولی قیمتش یکم بالاست برای این سایز قیمت معقول حداقل ۴۰۰ تومنه ولی بازم ارزش داره بادش خوبه,2
استفادش می‌کنم، صداش عین تهویه هواست یکم ملایم‌تر، پرتاب بادش خوبه، من برا خشک کردم میوه و سبزی هم استفادش می‌کنم میذارمش رو کابینت، به نظرم کاربردیه و خوبه,2
کیفیت خوبی داره,2
عالی کاش می‌شد مثل قدیما همه چیز رو از خود دیج کالا خرید مستقیم تاریخ تولید مال من ۵ / ۱۴۰۲ بود داره هنوز ۱۰ ماه گارانتی,2
ممنونم دیجی کالا جون,2
خوبه اندازه که داره انتظار اینجور باد نداشتم پرتاب باد خوبی داره,2
پرتاب باد قوی اقتصادی و کار راه‌انداز,2
خیلی عالی بود من از عملکردش راضی بودم,2
کیفیت خوبی داره فقط اگه پایه هاش یه پد ضد لغزش داشت صداش کمتر می‌شد تنها نقطه ضعفش همینه,2
خوشم اومد نسبت به حجمش بادش خوبه و خنکه. پبشنهاد می‌کنم,2
با کیفیت و طراحی قشنگی داره,2
حتما بخرید خیلی خوبه,2
بدون نقص و طبق اطلاعات سایت,2
نسبت به قیمت عالیه,2
به نظر خوب میاد,2
بد نیست ولی پرتاب باد زیادیم نداره,2
کم صدا وجمع وجور نسبتا خوبه راضی‌ام,2
پنکه خوبی است من دو تا خریدم با این قیمت بهتر از این پیدا نمی‌شود,2
صداش به نسبت پنکه خیلی زیاده,1
توی این بازه قیمتی کیفیت عالی داره روی دور کند و متوسط بسیار صداش کمه دور تند یه کمی صدا داره که طبیعی پرتاب باد زیادی و دور کند، کافیه,2
بعد از ۷ ماه دارم می‌نویسم، نکته عجیب اینکه طی این هفت ماه قیمت تغییری نداشته (من ۵۰۰ خریدم) و کیفیت محصول قابل‌قبول هست,2
به شدت راضی هستم,2
اگر تخفیف بیشتر باشه که خیلی خوبه,2
عالیه ولی ولوم برعکس عمل می‌کنه,2
خوب بود من استفاده می‌کنم و راضی هستم,2
فن خوبیه من خیلی وقته دارمش تا حالا کوچکترین مشکلی نداشته سرعت بادش خیلی خوبه و قابل‌مقایسه با پنکیه‌های ۵ ولت رو میزی نیست، این پنکیه ۲۲۰ ولته و واقعا باد خوب و قابل قبولی داره، دوامش هم عالیه چندماه دارمش,2
پنکه بسار عالیه بسیار کار راه اندازه پرداز آبشم عالیه,2
واسه اتاقم گرفتم فوق‌العاده خنک میکنه و خوبه,2
خیلی خیلی عالی هست,2
در این رنج قیمت خوبه,2
عالی وبدون صدا,2
پنکه رومیزی خوبیه اگه چرخش داشت بهتر بود,2
با یه بار کار کردن خراب شد و دیگه کار نکرد,1
من دو تا از این پنکه گرفتم و یکیش رو تو آشپزخانه گذاشتم و دیگری در اتاق‌خواب که واقعا خنک می‌کرد، عکس گذاشتم ببینید، گارانتی هم داره و معتبره,2
نسبت به قیمتش خوبه البته به نظرم بیشتر استفاده ش برا فضای کوچک و تک نفره ست.,2
